osebuildingid,buildingtype,primarypropertytype,propertyname,neighborhood,latitude,longitude,yearbuilt,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,propertygfabuilding_s,listofallpropertyusetypes,largestpropertyusetype,largestpropertyusetypegfa,secondlargestpropertyuse,secondlargestpropertyusetype,thirdlargestpropertyusetype,thirdlargestpropertyusetypegfa,energystarscore,siteeui_kbtu_sf,siteeuiwn_kbtu_sf,sourceeui_kbtu_sf,sourceeuiwn_kbtu_sf,siteenergyuse_kbtu,siteenergyusewn_kbtu,steamuse_kbtu,electricity_kbtu,naturalgas_kbtu,compliancestatus,totalghgemissions,ghgemissionsintensity,yearsenergystarcertified,geopoint,Electricite_bool,Gaz_bool,Vapeur_bool,certif2016,propertygfatotal_log,propertygfaparking_log,propertygfabuilding_s_log,largestpropertyusetypegfa_log,secondlargestpropertyuse_log,thirdlargestpropertyusetypegfa_log,steamuse_kbtu_log,electricity_kbtu_log,naturalgas_kbtu_log,siteeuiwn_kbtu_sf_log,ghgemissionsintensity_log,adult education,automobile dealership,bank branch,bar/nightclub,college/university,convenience store without gas station,courthouse,data center,distribution center,enclosed mall,energy/power station,fast food restaurant,financial office,fire station,fitness center/health club/gym,food sales,food service,hospital,hotel,k-12 school,laboratory,library,lifestyle center,manufacturing/industrial plant,medical office,movie theater,multifamily housing,museum,non-refrigerated warehouse,office,other,other - education,other - entertainment/public assembly,other - lodging/residential,other - mall,other - public services,other - recreation,other - restaurant/bar,other - services,other - technology/science,other - utility,other/specialty hospital,outpatient rehabilitation/physical therapy,parking,performing arts,personal services,police station,pre-school/daycare,prison/incarceration,refrigerated warehouse,repair services,residence hall/dormitory,residential care facility,restaurant,retail store,self-storage facility,senior care community,single family home,social/meeting hall,strip mall,supermarket/grocery store,swimming pool,urgent care/clinic/other outpatient,vocat,vocational school,wholesale club/supercenter,worship facility,adult education_gfa,automobile dealership_gfa,bank branch_gfa,bar/nightclub_gfa,college/university_gfa,convenience store without gas station_gfa,courthouse_gfa,data center_gfa,distribution center_gfa,enclosed mall_gfa,energy/power station_gfa,fast food restaurant_gfa,financial office_gfa,fire station_gfa,fitness center/health club/gym_gfa,food sales_gfa,food service_gfa,hospital_gfa,hotel_gfa,k-12 school_gfa,laboratory_gfa,library_gfa,lifestyle center_gfa,manufacturing/industrial plant_gfa,medical office_gfa,movie theater_gfa,multifamily housing_gfa,museum_gfa,non-refrigerated warehouse_gfa,office_gfa,other_gfa,other - education_gfa,other - entertainment/public assembly_gfa,other - lodging/residential_gfa,other - mall_gfa,other - public services_gfa,other - recreation_gfa,other - restaurant/bar_gfa,other - services_gfa,other - technology/science_gfa,other - utility_gfa,other/specialty hospital_gfa,outpatient rehabilitation/physical therapy_gfa,parking_gfa,performing arts_gfa,personal services_gfa,police station_gfa,pre-school/daycare_gfa,prison/incarceration_gfa,refrigerated warehouse_gfa,repair services_gfa,residence hall/dormitory_gfa,residential care facility_gfa,restaurant_gfa,retail store_gfa,self-storage facility_gfa,senior care community_gfa,single family home_gfa,social/meeting hall_gfa,strip mall_gfa,supermarket/grocery store_gfa,swimming pool_gfa,urgent care/clinic/other outpatient_gfa,vocat_gfa,vocational school_gfa,wholesale club/supercenter_gfa,worship facility_gfa,nombre_utilisation_differente
24163,Multifamily LR (1-4),Low-Rise Multifamily,Lam Bow Apartments,DELRIDGE,47.54047,-122.36169,1970,1.0,3,46986,0,46986,Multifamily Housing,multifamily housing,46986.0,,,,,72.0,30.5,32.20000076,95.80000305,101.1999969,1433398.75,1514105.25,0.0,1433399.0,0.0,Compliant,9.99,0.21,nan,POINT(-122.36169 47.54047),True,False,False,False,10.757604963978993,-inf,10.757604963978993,10.757604963978993,,,-inf,14.175559104899742,-inf,3.471966476152847,-1.5606477482646683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24166,Multifamily LR (1-4),Low-Rise Multifamily,Bergan Place Apartments,NORTHWEST,47.70414,-122.35789,1987,1.0,3,41332,0,41332,"Multifamily Housing, Parking",multifamily housing,32676.0,8656.0,parking,,,81.0,28.79999924,30.10000038,90.5,94.5,941257.3125,983370.5,0.0,941257.0,0.0,Compliant,6.56,0.16,nan,POINT(-122.35789 47.70414),True,False,False,False,10.629392297334245,-inf,10.629392297334245,10.39439614246176,9.066008001086264,,-inf,13.754971494987577,-inf,3.404525184379415,-1.8325814637483102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,32676,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8656.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24170,NonResidential,Small- and Mid-Sized Office,Willow Creek (Buildings 1 & 2),NORTH,47.70008,-122.30321,1974,1.0,2,24291,0,24291,Office,office,24291.0,,,,,87.0,37.90000153,37.90000153,119.0,119.0,920430.625,920430.625,0.0,920430.0,0.0,Compliant,6.42,0.26,nan,POINT(-122.30321 47.70008),True,False,False,False,10.097861190354225,-inf,10.097861190354225,10.097861190354225,,,-inf,13.732596231136277,-inf,3.634951152457773,-1.3470736479666092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24172,NonResidential,Retail Store,Les Schwab Tire Center #396,NORTH,47.70053,-122.3038,1958,1.0,2,20738,0,20738,Retail Store,retail store,20738.0,,,,,44.0,25.39999962,25.39999962,79.80000305,79.80000305,526752.8125,526752.8125,0.0,526753.0,0.0,Compliant,3.67,0.18,nan,POINT(-122.3038 47.70053),True,False,False,False,9.939723045118223,-inf,9.939723045118223,9.939723045118223,,,-inf,13.174487026951594,-inf,3.2347491590638606,-1.7147984280919266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24173,Multifamily LR (1-4),Low-Rise Multifamily,SS055 - 9818 5th Ave NE,NORTH,47.70093,-122.32275,1990,1.0,4,27344,0,27344,"Multifamily Housing, Parking",multifamily housing,21616.0,5728.0,parking,,,31.0,37.29999924,39.70000076,117.09999850000001,124.8000031,806370.3125,858884.8125,0.0,806370.0,0.0,Compliant,5.62,0.21,nan,POINT(-122.32275 47.70093),True,False,False,False,10.216252405355371,-inf,10.216252405355371,9.98118906019998,8.653121708640482,,-inf,13.600297973226263,-inf,3.6813512068367213,-1.5606477482646683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21616,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5728.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24178,NonResidential,Mixed Use Property,Workshops Seattle Lake City Way,NORTH,47.70175,-122.30268999999998,2000,1.0,4,30948,0,30948,"Office, Other",office,11729.0,11729.0,other,,,,39.20000076,41.59999847,123.09999850000001,130.6000061,919746.3125,975936.5,0.0,919746.0,0.0,Compliant,6.41,0.21,nan,POINT(-122.30269 47.70175),True,False,False,False,10.340063655669345,-inf,10.340063655669345,9.369819686521504,9.369819686521504,,-inf,13.731852823949682,-inf,3.7281001304883707,-1.5606477482646683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,11729.0,11729,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24179,Multifamily LR (1-4),Low-Rise Multifamily,Northbrook Place,NORTH,47.7026,-122.30211000000001,1991,1.0,4,63670,0,63670,Multifamily Housing,multifamily housing,63670.0,,,,,37.0,33.0,34.29999924,103.5999985,107.6999969,2100813.5,2183529.0,0.0,2100813.0,0.0,Compliant,14.65,0.23,nan,POINT(-122.30211 47.7026),True,False,False,False,11.061468773011072,-inf,11.061468773011072,11.061468773011072,,,-inf,14.557834970630335,-inf,3.5351453320144595,-1.4696759700589417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24180,NonResidential,Medical Office,Pac Med Northgate,NORTH,47.7044,-122.32285,1986,1.0,2,28385,7056,21329,Medical Office,medical office,20575.0,,,,,1.0,129.0,129.0,405.10000610000003,405.10000610000003,2654316.0,2654316.0,0.0,2654315.0,0.0,Compliant,18.5,0.65,nan,POINT(-122.32285 47.7044),True,False,False,False,10.253616115604826,8.861633597686627,9.967822928041022,9.93183202554527,,,-inf,14.791697175603,-inf,4.859812404361672,-0.4307829160924542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24181,Multifamily LR (1-4),Low-Rise Multifamily,Thornton Creek Apartments,NORTH,47.7033,-122.32208999999999,1989,1.0,4,64195,0,64195,"Multifamily Housing, Parking",multifamily housing,48965.0,15230.0,parking,,,72.0,31.29999924,32.90000153,98.30000305,103.1999969,1532390.25,1609288.625,0.0,1532390.0,0.0,Compliant,10.68,0.17,nan,POINT(-122.32209 47.7033),True,False,False,False,11.069680605025184,-inf,11.069680605025184,10.798861036154895,9.631022445889208,,-inf,14.242339166076036,-inf,3.4934727042758844,-1.7719568419318752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,48965,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15230.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24184,Multifamily LR (1-4),Low-Rise Multifamily,Mapleleaf View,NORTH,47.69239,-122.31738,1992,1.0,4,22935,0,22935,"Multifamily Housing, Parking",multifamily housing,22935.0,10400.0,parking,,,,21.5,22.5,67.59999847,70.69999695,493969.6875,516389.6875,0.0,493970.0,0.0,Compliant,3.44,0.15,nan,POINT(-122.31738 47.69239),True,False,False,False,10.040419407031273,-inf,10.040419407031273,10.040419407031273,9.249561085129464,,-inf,13.110230065581055,-inf,3.1135153092103742,-1.8971199848858813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22935,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24191,Multifamily MR (5-9),Mid-Rise Multifamily,Collins on Pine,EAST,47.61554,-122.31572,2014,1.0,6,84389,0,84389,"Multifamily Housing, Parking",multifamily housing,84389.0,3452.0,parking,,,91.0,29.89999962,30.79999924,70.59999847,73.5,2526375.0,2603010.0,0.0,1581385.0,944990.0,Compliant,61.21,0.73,nan,POINT(-122.31572 47.61554),True,True,False,False,11.343192340336573,-inf,11.343192340336573,11.343192340336573,8.146709052203319,,-inf,14.273811603307758,13.758929624409308,3.4275146653042037,-0.31471074483970024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,84389,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24201,Multifamily LR (1-4),Low-Rise Multifamily,Washington Irving,EAST,47.61742,-122.31521000000001,1923,1.0,4,30920,0,30920,"Multifamily Housing, Parking",multifamily housing,30920.0,7260.0,parking,,,73.0,37.70000076,40.5,90.59999847,99.30000305,1166069.875,1251866.875,0.0,753948.0,412122.0,Compliant,27.14,0.88,nan,POINT(-122.31521 47.61742),True,True,False,False,10.339158502701359,-inf,10.339158502701359,10.339158502701359,8.890135107818843,,-inf,13.53307867909462,12.929074701002678,3.7013019741124933,-0.12783337150988489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,30920,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7260.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24202,NonResidential,Warehouse,Warehouse,GREATER DUWAMISH,47.572540000000004,-122.32548999999999,1978,1.0,1,21755,0,21755,"Non-Refrigerated Warehouse, Office",non-refrigerated warehouse,17650.0,2400.0,office,,,,42.09999847,47.70000076,105.90000149999999,116.09999850000001,844076.8125,956406.375,0.0,592096.0,251981.0,Compliant,17.51,0.8,nan,POINT(-122.32549 47.57254),True,True,False,False,9.98759889515478,-inf,9.98759889515478,9.778491062361443,7.783224016336037,,-inf,13.291424062881443,12.43710896682568,3.8649314138272093,-0.2231435513142097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,17650,2400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24205,NonResidential,Other,640 S Spokane,GREATER DUWAMISH,47.57217,-122.32421000000001,1960,1.0,1,27933,0,27933,Other,other,27933.0,,,,,,219.39999390000003,219.39999390000003,689.0999756,689.0999756,6129780.0,6129780.0,0.0,6129779.0,0.0,Compliant,42.73,1.53,nan,POINT(-122.32421 47.57217),True,False,False,False,10.23756406455664,-inf,10.23756406455664,10.23756406455664,,,-inf,15.628669255060213,-inf,5.39089652003803,0.4252677354043441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24209,NonResidential,Small- and Mid-Sized Office,Ed Wyse Building,GREATER DUWAMISH,47.57013,-122.3244,1983,1.0,1,23143,0,23143,"Non-Refrigerated Warehouse, Office",office,15609.0,7534.0,non-refrigerated warehouse,,,75.0,49.29999924,57.40000153,94.09999847,102.6999969,1139980.625,1328072.5,0.0,469813.0,670168.0,Compliant,38.87,1.68,nan,POINT(-122.3244 47.57013),True,True,False,False,10.049447637979663,-inf,10.049447637979663,9.655602949958412,8.927181388251986,,-inf,13.060090022173615,13.415283706204214,4.050044329980572,0.5187937934151675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,7534,15609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24216,NonResidential,Small- and Mid-Sized Office,Lamar Advertising Company,GREATER DUWAMISH,47.57075,-122.32723999999999,1962,1.0,1,28800,0,28800,"Non-Refrigerated Warehouse, Office",office,28800.0,7350.0,non-refrigerated warehouse,,,73.0,58.29999924,67.5,98.19999695,107.5,2107743.75,2438706.5,0.0,786547.0,1028822.0,Compliant,60.12,2.09,nan,POINT(-122.32724 47.57075),True,True,False,False,10.268130666124037,-inf,10.268130666124037,10.268130666124037,8.902455592206882,,-inf,13.5754077581184,13.843925016373714,4.212127597878484,0.7371640659767196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,7350,28800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24218,NonResidential,Warehouse,Dutch Boy Building,GREATER DUWAMISH,47.57294,-122.32811000000001,1952,1.0,1,39600,0,39600,Non-Refrigerated Warehouse,non-refrigerated warehouse,39600.0,,,,,85.0,10.19999981,10.19999981,32.09999847,32.09999847,405050.4063,405050.4063,0.0,405050.0,0.0,Compliant,2.82,0.07,nan,POINT(-122.32811 47.57294),True,False,False,False,10.586584397242571,-inf,10.586584397242571,10.586584397242571,,,-inf,12.911765795258637,-inf,2.322387701662774,-2.659260036932778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24219,NonResidential,Warehouse,SB Warehouse,GREATER DUWAMISH,47.57199,-122.32811000000001,1952,1.0,1,39600,0,39600,Non-Refrigerated Warehouse,non-refrigerated warehouse,39600.0,,,,,91.0,11.80000019,13.19999981,30.29999924,32.0,468396.9063,522105.3125,0.0,338683.0,129714.0,Compliant,9.25,0.23,nan,POINT(-122.32811 47.57199),True,True,False,False,10.586584397242571,-inf,10.586584397242571,10.586584397242571,,,-inf,12.732819845635962,11.77308730588252,2.5802168151983857,-1.4696759700589417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24225,NonResidential,Distribution Center,2900,GREATER DUWAMISH,47.57747,-122.32843999999999,1937,1.0,1,41248,0,41248,Distribution Center,distribution center,41430.0,,,,,37.0,26.79999924,28.5,74.40000153,77.69999695,1108310.875,1180859.625,0.0,918219.0,190092.0,Compliant,16.5,0.4,nan,POINT(-122.32844 47.57747),True,True,False,False,10.627357905738913,-inf,10.627357905738913,10.631760535071448,,,-inf,13.73019120324272,12.155263444476851,3.349904087274605,-0.916290731874155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24227,NonResidential,Other,2960 4th Ave S (Old Pacific Industrial Supply),GREATER DUWAMISH,47.57587,-122.32789,2009,1.0,1,36400,0,36400,"Other, Retail Store",other,21400.0,15000.0,retail store,,,,43.09999847,45.0,91.40000153,94.69999695,1567746.75,1638043.5,0.0,804194.0,763553.0,Compliant,46.16,1.27,nan,POINT(-122.32789 47.57587),True,True,False,False,10.502324053624832,-inf,10.502324053624832,9.971146201009942,9.615805480084347,,-inf,13.597595812586839,13.54573781838939,3.8066624897703196,0.23901690047049992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,21400,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24230,Multifamily LR (1-4),Low-Rise Multifamily,Montridge Arms,DELRIDGE,47.52265,-122.35888,1968,1.0,3,35448,0,35448,"Multifamily Housing, Parking",multifamily housing,30932.0,4516.0,parking,,,76.0,26.5,28.0,83.19999695,88.0,819803.6875,866502.0,0.0,819804.0,0.0,Compliant,5.72,0.16,nan,POINT(-122.35888 47.52265),True,False,False,False,10.475822112879326,-inf,10.475822112879326,10.339546525728926,8.415381925269553,,-inf,13.61682056627931,-inf,3.332204510175204,-1.8325814637483102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,30932,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4516.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2
24240,NonResidential,Other,WEST,SOUTHWEST,47.56398,-122.38727,1920,1.0,1,31332,0,31332,Other,other,31332.0,,,,,,114.0,114.0,358.10000610000003,358.10000610000003,3573328.25,3573328.25,0.0,3573328.0,0.0,Compliant,24.91,0.8,nan,POINT(-122.38727 47.56398),True,False,False,False,10.352395218487128,-inf,10.352395218487128,10.352395218487128,,,-inf,15.089007932400394,-inf,4.736198448394496,-0.2231435513142097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
